10:40:21,51,51
10:42:24,51,0
10:44:26,51,0
10:46:28,52,1
10:48:31,52,0
10:50:33,52,0
10:52:35,52,0
10:54:38,51,-1
10:56:40,52,1
10:58:43,52,0
11:00:45,51,-1
11:02:48,52,1
11:04:50,52,0
11:06:52,52,0
11:08:54,52,0
11:10:56,52,0
11:12:58,52,0
11:15:00,52,0
11:17:02,53,1
11:19:03,52,-1
11:21:06,51,-1
11:23:08,51,0
11:25:10,52,1
11:27:13,51,-1
11:29:15,51,0
11:31:18,51,0
11:33:21,52,1
11:35:23,52,0
11:37:26,51,-1
11:39:28,52,1
11:41:31,51,-1
11:43:33,52,1
11:45:35,52,0
11:47:38,52,0
11:49:40,51,-1
11:51:44,52,1
11:53:47,51,-1
11:55:49,52,1
11:57:52,51,-1
11:59:54,52,1
12:01:57,52,0
12:03:59,51,-1
12:06:02,51,0
12:08:04,52,1
12:10:06,52,0
12:12:09,0,-52
12:14:15,51,51
12:16:17,51,0
12:18:19,51,0
12:20:21,51,0
12:22:23,51,0
12:24:25,50,-1
12:26:28,51,1
12:28:31,51,0
12:30:33,51,0
12:32:35,51,0
12:34:38,52,1
12:36:40,51,-1
12:38:43,51,0
12:40:45,51,0
12:42:47,51,0
12:44:50,51,0
12:46:53,51,0
12:48:55,52,1
12:50:57,52,0
12:52:59,52,0
12:55:01,52,0
12:57:03,53,1
12:59:05,52,-1
13:01:07,53,1
13:03:09,54,1
13:05:11,54,0
13:07:13,55,1
13:09:15,55,0
13:11:17,55,0
13:13:18,55,0
13:15:20,55,0
13:17:23,54,-1
13:19:25,54,0
13:21:27,54,0
13:23:30,55,1
13:25:32,54,-1
13:27:34,53,-1
13:29:36,53,0
13:31:38,54,1
13:33:40,54,0
13:35:42,54,0
13:37:44,53,-1
13:39:46,54,1
13:41:48,54,0
13:43:50,54,0
13:45:52,53,-1
13:47:54,53,0
13:49:56,53,0
13:51:58,53,0
13:54:00,53,0
13:56:02,53,0
13:58:03,54,1
14:00:05,54,0
14:02:06,53,-1
14:04:08,52,-1
14:06:09,53,1
14:08:11,53,0
14:10:13,53,0
14:12:14,53,0
14:14:16,52,-1
14:16:17,53,1
14:18:18,52,-1
14:20:20,52,0
14:22:21,52,0
14:24:23,53,1
14:26:24,52,-1
14:28:26,53,1
14:30:27,51,-2
14:32:29,51,0
14:34:30,51,0
14:36:31,52,1
14:38:33,52,0
14:40:34,51,-1
